,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 1,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 2,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 3,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 4,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 5,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 6,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 7,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 8,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 9,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 10,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 11,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 12,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 13,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 14,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 15,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 16,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 17,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 18,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 19,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20,Animal 20
3.107424,3,3,3,2,2,3,3,3,3,2,3,,,,,,,,,,,,,,,2,3,3,3,3,3,3,2,3,2,4,2,2,,,,,,,,,,,,,3,3,3,4,2,2,3,4,5,2,3,3,2,3,3,3,2,,,,,,,,,4,3,2,4,2,4,2,3,3,,,,,,,,,,,,,,,,,3,2,3,3,3,2,2,4,2,3,,,,,,,,,,,,,,,,3,3,3,5,3,5,3,3,5,3,2,3,,,,,,,,,,,,,,3,2,5,3,3,4,3,3,2,,,,,,,,,,,,,,,,,2,2,3,3,3,4,3,3,3,2,4,2,3,3,6,2,,,,,,,,,,3,3,3,3,3,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,3,2,3,2,1,3,4,3,2,3,5,3,3,2,3,3,3,2,3,,,,,,,3,4,4,2,3,3,4,3,2,3,3,4,5,3,3,2,3,2,4,2,3,3,,,,2,3,2,2,3,3,3,4,5,5,4,4,4,2,,,,,,,,,,,,2,2,3,2,4,4,4,4,2,4,3,3,4,4,5,4,,,,,,,,,,3,3,5,2,2,4,4,3,3,3,3,4,2,3,3,2,5,,,,,,,,,2,3,4,2,3,3,4,4,3,3,2,3,2,2,,,,,,,,,,,,3,3,3,2,2,2,4,2,3,5,3,4,2,1,3,3,3,5,4,,,,,,,2,3,4,3,3,2,1,3,3,4,1,2,3,,,,,,,,,,,,,2,2,4,3,5,2,3,2,4,2,3,4,3,6,3,4,4,3,,,,,,,,3,3,4,2,4,2,2,4,3,,,,,,,,,,,,,,,,,2,2,4,3,3,4,3,3,4,5,3,4,3,3,3,3,4,3,4,3,2,3,2,3,
3.418166,3,3,3,2,3,3,3,3,3,2,3,,,,,,,,,,,,,,,2,3,3,3,3,3,3,2,3,2,4,2,2,,,,,,,,,,,,,3,3,3,4,2,2,3,4,5,2,3,3,2,3,3,3,2,,,,,,,,,4,3,3,4,2,4,2,3,3,,,,,,,,,,,,,,,,,3,2,4,3,3,2,2,4,2,3,,,,,,,,,,,,,,,,3,4,3,5,3,5,3,3,4,5,2,3,,,,,,,,,,,,,,3,2,5,2,4,4,3,3,2,,,,,,,,,,,,,,,,,3,2,3,3,3,4,3,3,3,2,4,2,3,3,4,2,,,,,,,,,,3,3,3,3,3,2,3,2,4,3,3,3,3,3,,,,,,,,,,,,3,2,3,2,1,3,4,3,2,3,5,3,3,2,3,3,3,2,3,,,,,,,3,4,4,3,3,3,4,3,3,3,3,4,5,3,3,2,3,2,4,2,4,3,,,,2,3,3,2,3,3,3,4,5,4,2,4,4,2,,,,,,,,,,,,2,2,3,2,4,4,3,4,2,3,3,3,4,5,5,4,,,,,,,,,,3,3,5,2,4,4,4,3,3,3,3,4,2,3,3,2,5,,,,,,,,,2,3,4,2,5,3,4,4,3,3,2,3,2,2,,,,,,,,,,,,3,3,3,2,2,2,4,2,3,3,3,5,2,3,3,3,3,5,4,,,,,,,3,3,4,3,3,2,1,5,3,4,1,2,3,,,,,,,,,,,,,2,2,4,3,5,2,3,3,4,2,3,3,3,4,3,4,4,3,,,,,,,,3,3,4,2,3,2,2,4,3,,,,,,,,,,,,,,,,,2,2,4,3,3,4,3,4,4,4,3,4,4,2,3,3,4,3,4,3,2,3,2,3,
3.728908,2,3,3,2,3,3,3,3,3,2,4,,,,,,,,,,,,,,,2,3,4,3,3,3,3,2,3,2,4,2,4,,,,,,,,,,,,,3,3,3,4,2,2,3,3,5,2,4,3,2,3,4,3,2,,,,,,,,,5,3,3,4,2,4,2,3,3,,,,,,,,,,,,,,,,,3,2,5,3,3,2,2,4,2,3,,,,,,,,,,,,,,,,3,5,3,5,3,5,3,3,5,3,2,3,,,,,,,,,,,,,,3,2,5,3,4,4,3,3,2,,,,,,,,,,,,,,,,,3,2,3,3,3,4,3,4,3,2,4,2,3,3,4,2,,,,,,,,,,3,3,3,3,3,2,3,2,4,4,3,3,3,3,,,,,,,,,,,,3,2,3,2,1,3,4,3,2,3,5,3,3,2,3,3,3,2,3,,,,,,,3,4,3,3,3,3,4,3,3,3,3,4,5,2,3,3,3,2,4,2,4,3,,,,2,3,3,3,3,3,4,4,5,4,2,4,4,2,,,,,,,,,,,,2,2,3,2,4,4,3,4,2,3,3,3,4,5,5,4,,,,,,,,,,3,3,5,2,2,5,4,3,3,3,3,5,2,3,3,2,5,,,,,,,,,2,3,4,2,5,3,4,4,3,3,2,3,2,3,,,,,,,,,,,,3,4,2,2,2,2,4,2,3,4,3,4,2,3,3,3,3,5,4,,,,,,,3,3,4,3,2,2,1,3,3,4,1,2,3,,,,,,,,,,,,,2,2,4,3,4,2,3,3,4,2,3,4,6,4,3,4,4,3,,,,,,,,3,3,4,2,3,2,2,4,3,,,,,,,,,,,,,,,,,2,2,4,3,3,4,3,3,4,4,3,4,4,2,3,3,4,3,5,3,2,3,2,3,
4.039651,2,3,3,2,3,3,3,3,3,2,4,,,,,,,,,,,,,,,2,3,4,3,3,3,3,2,3,2,4,2,3,,,,,,,,,,,,,2,3,3,4,2,2,4,3,5,2,4,3,2,3,4,3,2,,,,,,,,,5,3,4,3,2,5,2,3,3,,,,,,,,,,,,,,,,,3,2,4,3,3,2,2,4,2,4,,,,,,,,,,,,,,,,3,5,3,5,3,6,3,3,5,5,3,3,,,,,,,,,,,,,,3,2,5,2,4,4,3,5,2,,,,,,,,,,,,,,,,,4,2,3,3,3,4,3,4,3,2,4,2,3,3,4,2,,,,,,,,,,3,4,3,3,3,2,2,2,4,4,3,2,3,3,,,,,,,,,,,,3,2,3,2,1,2,4,3,2,3,5,3,3,2,3,6,3,3,3,,,,,,,3,4,3,3,3,3,4,4,3,3,3,4,5,2,4,3,3,2,4,2,6,3,,,,2,3,4,3,3,3,4,4,5,4,2,4,4,2,,,,,,,,,,,,2,2,3,2,4,4,3,4,2,2,3,6,3,5,5,4,,,,,,,,,,3,3,5,3,3,5,4,3,3,3,2,5,2,3,2,2,5,,,,,,,,,2,3,4,2,4,3,4,4,3,5,2,3,2,3,,,,,,,,,,,,3,4,3,3,2,2,4,2,3,4,3,3,2,3,3,3,3,5,4,,,,,,,3,3,4,3,2,2,1,2,3,4,1,2,3,,,,,,,,,,,,,2,2,4,3,4,2,3,4,4,2,3,4,4,4,3,4,4,3,,,,,,,,3,3,3,2,3,2,2,4,3,,,,,,,,,,,,,,,,,2,2,5,3,3,4,5,4,4,4,4,4,4,2,3,3,5,3,5,3,2,3,2,3,
4.350393,2,3,3,2,3,3,3,3,3,2,4,,,,,,,,,,,,,,,2,3,4,3,3,3,3,2,3,2,4,2,3,,,,,,,,,,,,,2,3,3,4,2,3,4,3,5,2,4,5,2,2,4,3,2,,,,,,,,,5,3,4,3,2,5,3,3,4,,,,,,,,,,,,,,,,,3,2,4,3,3,2,3,4,3,4,,,,,,,,,,,,,,,,3,5,3,5,3,6,3,3,5,5,3,3,,,,,,,,,,,,,,3,2,5,2,4,4,3,3,2,,,,,,,,,,,,,,,,,4,2,3,3,3,4,3,6,3,2,4,2,3,3,4,2,,,,,,,,,,3,4,3,3,3,2,2,2,4,4,3,2,3,3,,,,,,,,,,,,3,2,3,2,1,2,4,3,2,3,5,3,3,2,3,5,3,3,3,,,,,,,3,4,3,3,3,3,4,4,3,3,3,4,5,2,4,3,3,2,3,3,5,3,,,,2,3,4,3,3,3,4,4,5,4,2,4,4,1,,,,,,,,,,,,2,2,3,2,4,4,3,4,2,2,2,3,3,5,5,4,,,,,,,,,,3,3,5,3,3,5,4,3,3,3,3,5,2,3,2,2,4,,,,,,,,,2,4,3,2,4,3,4,4,3,5,2,3,2,3,,,,,,,,,,,,4,4,3,3,2,2,4,2,3,3,3,3,3,3,3,3,3,5,4,,,,,,,3,2,4,4,2,2,1,2,3,4,1,2,3,,,,,,,,,,,,,2,2,4,4,4,3,3,3,5,2,3,4,4,4,3,4,4,3,,,,,,,,3,3,3,2,3,2,2,4,3,,,,,,,,,,,,,,,,,2,2,5,3,2,4,4,4,5,3,4,4,4,2,3,3,5,3,3,3,2,3,1,3,
4.661135,2,3,3,2,3,3,3,3,3,2,4,,,,,,,,,,,,,,,2,4,4,3,3,3,3,2,3,3,4,2,4,,,,,,,,,,,,,2,3,3,3,2,5,4,3,5,2,4,4,2,2,4,3,2,,,,,,,,,5,3,3,3,2,5,3,3,4,,,,,,,,,,,,,,,,,3,2,4,3,3,2,3,5,3,5,,,,,,,,,,,,,,,,3,5,3,5,3,6,3,3,5,5,4,3,,,,,,,,,,,,,,4,2,5,2,4,4,4,3,2,,,,,,,,,,,,,,,,,3,2,3,3,3,6,3,5,3,2,4,2,3,3,4,2,,,,,,,,,,3,4,3,3,3,2,2,2,4,4,3,2,3,3,,,,,,,,,,,,3,2,3,2,1,2,4,3,2,3,5,3,3,4,3,5,3,4,3,,,,,,,3,4,3,3,4,3,4,4,3,3,3,4,5,3,5,3,3,2,3,3,5,3,,,,2,3,3,3,3,3,4,4,4,4,2,4,5,3,,,,,,,,,,,,2,2,2,2,4,4,3,4,2,2,2,3,3,5,5,4,,,,,,,,,,3,3,6,3,3,5,4,3,3,3,2,5,2,3,2,2,3,,,,,,,,,2,4,3,2,4,3,4,4,3,5,2,3,2,3,,,,,,,,,,,,6,4,3,3,2,2,4,2,3,3,6,3,3,3,3,4,3,5,4,,,,,,,3,3,4,5,2,2,1,2,3,2,1,2,3,,,,,,,,,,,,,2,2,4,4,4,3,3,3,5,2,3,5,4,4,3,4,4,3,,,,,,,,3,3,3,2,5,2,2,4,3,,,,,,,,,,,,,,,,,2,2,5,4,2,4,3,4,4,3,5,5,4,2,3,3,5,3,3,3,2,3,1,3,
4.971878,2,3,3,2,3,3,3,3,4,2,4,,,,,,,,,,,,,,,2,4,4,4,3,3,3,2,3,3,4,2,4,,,,,,,,,,,,,2,3,3,4,2,5,6,3,5,2,4,4,2,3,4,3,2,,,,,,,,,5,3,3,3,2,4,3,3,4,,,,,,,,,,,,,,,,,3,2,4,3,4,3,3,5,3,5,,,,,,,,,,,,,,,,3,5,3,5,4,6,3,3,5,5,4,4,,,,,,,,,,,,,,4,2,5,2,4,4,6,3,2,,,,,,,,,,,,,,,,,2,2,3,3,3,5,3,5,3,2,4,2,3,3,4,2,,,,,,,,,,3,4,3,3,3,2,5,2,6,4,4,2,3,3,,,,,,,,,,,,3,3,3,2,1,2,4,3,2,3,5,3,3,3,3,5,3,4,3,,,,,,,3,4,2,3,4,3,3,4,3,3,3,4,5,3,4,2,3,2,3,3,5,3,,,,2,3,3,3,3,4,4,5,4,4,2,4,4,3,,,,,,,,,,,,2,2,2,2,3,4,3,4,1,2,2,3,3,5,5,5,,,,,,,,,,2,2,6,3,3,5,4,3,1,5,2,5,2,4,2,2,3,,,,,,,,,2,4,3,2,4,3,4,4,3,4,2,3,3,3,,,,,,,,,,,,4,4,3,3,2,2,3,2,3,3,4,3,3,5,3,4,3,4,4,,,,,,,3,3,4,5,5,2,1,2,3,2,1,2,5,,,,,,,,,,,,,2,2,4,4,4,3,3,3,5,2,3,5,4,4,3,4,4,3,,,,,,,,3,3,3,4,4,6,2,4,3,,,,,,,,,,,,,,,,,2,2,5,4,2,2,3,4,4,3,4,5,4,2,3,3,5,3,3,3,2,3,1,3,
5.28262,2,3,3,2,4,3,3,3,4,2,4,,,,,,,,,,,,,,,2,4,4,3,3,3,4,2,3,3,4,2,3,,,,,,,,,,,,,2,3,4,4,2,4,9,3,6,3,4,4,2,2,3,3,3,,,,,,,,,5,3,3,3,2,4,3,3,4,,,,,,,,,,,,,,,,,3,2,4,3,4,3,3,5,3,5,,,,,,,,,,,,,,,,3,5,3,5,4,8,3,3,4,5,4,4,,,,,,,,,,,,,,4,2,5,3,4,3,4,3,2,,,,,,,,,,,,,,,,,2,4,3,3,3,5,3,4,3,2,4,2,3,3,4,2,,,,,,,,,,3,4,3,3,3,2,3,2,5,4,4,2,3,3,,,,,,,,,,,,3,3,3,2,1,3,5,3,2,3,5,3,3,3,3,4,3,4,3,,,,,,,3,4,2,3,4,3,3,4,1,3,3,4,5,3,3,2,4,2,3,3,5,3,,,,5,3,3,3,3,4,3,6,5,5,2,4,4,3,,,,,,,,,,,,2,2,4,2,2,4,3,4,3,2,2,2,3,5,5,5,,,,,,,,,,2,2,6,3,3,5,4,4,1,7,2,3,2,4,2,2,4,,,,,,,,,2,4,4,2,3,3,4,4,3,5,2,3,3,3,,,,,,,,,,,,4,3,3,4,2,2,3,2,3,3,5,4,3,4,3,4,3,4,4,,,,,,,3,3,4,5,3,2,1,2,3,2,1,2,5,,,,,,,,,,,,,2,2,4,4,4,3,3,3,5,2,3,5,4,5,3,4,4,3,,,,,,,,3,4,3,3,4,4,5,4,3,,,,,,,,,,,,,,,,,2,2,4,3,2,1,3,4,4,3,4,5,4,2,3,3,4,3,2,2,2,3,1,3,
5.593363,2,3,3,2,4,3,3,5,4,2,4,,,,,,,,,,,,,,,2,5,4,3,3,3,4,4,3,3,5,2,4,,,,,,,,,,,,,2,2,4,3,2,4,5,3,6,3,5,4,2,2,4,3,3,,,,,,,,,5,3,4,3,2,6,3,3,4,,,,,,,,,,,,,,,,,3,2,4,2,4,3,3,4,3,5,,,,,,,,,,,,,,,,3,5,3,5,4,8,3,5,4,5,4,4,,,,,,,,,,,,,,4,2,5,3,4,3,4,4,2,,,,,,,,,,,,,,,,,2,3,3,3,3,5,3,4,3,2,4,2,3,3,4,2,,,,,,,,,,3,4,3,3,3,2,3,2,5,4,4,2,3,3,,,,,,,,,,,,3,3,3,2,1,3,5,3,2,3,5,4,3,3,3,4,2,4,5,,,,,,,3,4,2,3,4,3,5,4,3,3,3,4,5,3,3,2,4,2,3,3,5,3,,,,3,3,3,3,3,4,3,3,5,4,4,4,4,3,,,,,,,,,,,,2,3,4,2,2,4,3,4,3,2,1,2,3,5,5,5,,,,,,,,,,4,4,6,3,3,5,4,4,1,6,2,3,2,4,2,2,4,,,,,,,,,2,4,4,2,3,3,4,4,3,4,2,3,5,3,,,,,,,,,,,,4,4,3,7,2,2,3,2,3,3,5,4,3,4,3,4,3,4,4,,,,,,,3,3,4,4,3,2,1,2,3,2,1,2,5,,,,,,,,,,,,,2,2,4,4,5,3,3,3,5,2,3,4,4,5,3,4,4,3,,,,,,,,3,4,3,2,4,6,5,4,2,,,,,,,,,,,,,,,,,2,2,4,3,2,3,3,4,4,3,4,5,4,2,3,4,4,3,2,2,2,3,1,3,
5.904105,2,4,3,2,4,2,3,5,7,2,4,,,,,,,,,,,,,,,2,5,3,3,3,3,6,4,3,4,5,2,6,,,,,,,,,,,,,2,2,5,5,2,4,4,3,5,2,5,4,2,2,4,3,3,,,,,,,,,3,4,4,3,2,4,3,3,4,,,,,,,,,,,,,,,,,3,2,4,2,4,3,3,3,3,5,,,,,,,,,,,,,,,,3,5,3,5,4,6,3,3,3,6,4,4,,,,,,,,,,,,,,4,2,5,3,4,3,3,4,2,,,,,,,,,,,,,,,,,2,3,3,3,3,5,3,3,3,2,4,2,3,3,4,2,,,,,,,,,,2,4,3,3,3,2,3,2,5,4,4,2,2,3,,,,,,,,,,,,3,3,3,2,1,3,6,3,2,3,5,5,3,2,3,4,2,4,3,,,,,,,3,4,2,3,6,3,3,4,3,3,3,4,4,5,3,2,3,2,3,3,5,3,,,,3,3,3,3,3,4,3,3,5,3,3,4,4,3,,,,,,,,,,,,2,3,3,2,2,3,3,4,3,2,3,2,3,5,5,5,,,,,,,,,,4,4,6,3,4,5,4,4,1,3,2,4,2,3,2,2,4,,,,,,,,,2,4,4,2,3,2,3,4,3,3,2,3,3,3,,,,,,,,,,,,4,4,3,5,2,2,5,2,3,3,5,4,3,4,3,3,3,3,3,,,,,,,3,3,4,4,3,2,1,2,3,3,1,2,5,,,,,,,,,,,,,3,2,4,4,5,3,3,3,5,3,3,4,5,4,3,3,4,3,,,,,,,,3,4,3,2,3,5,4,4,2,,,,,,,,,,,,,,,,,2,2,4,3,2,3,3,4,3,3,3,4,4,2,3,4,4,3,3,2,2,3,1,3,
6.214847,2,4,3,2,3,2,3,5,5,2,4,,,,,,,,,,,,,,,2,5,3,3,3,3,4,3,3,4,5,2,3,,,,,,,,,,,,,2,2,5,5,4,4,2,3,6,2,4,4,2,3,4,3,3,,,,,,,,,5,4,4,3,2,5,3,3,2,,,,,,,,,,,,,,,,,3,2,4,3,3,4,5,3,3,4,,,,,,,,,,,,,,,,3,5,3,6,4,8,4,3,3,4,3,4,,,,,,,,,,,,,,4,2,5,5,4,3,2,4,2,,,,,,,,,,,,,,,,,2,3,3,3,3,5,3,3,3,2,4,2,3,3,4,2,,,,,,,,,,2,4,3,3,3,2,3,2,5,4,4,2,2,3,,,,,,,,,,,,3,3,3,2,1,2,6,3,2,3,5,5,4,2,3,4,2,4,3,,,,,,,3,4,2,3,3,3,3,4,3,3,3,4,4,6,3,2,3,2,3,3,5,3,,,,3,3,3,3,3,4,3,3,4,3,3,4,4,3,,,,,,,,,,,,3,3,3,2,2,3,3,4,3,2,3,2,3,5,5,5,,,,,,,,,,5,5,6,3,4,6,4,4,1,3,2,4,2,3,2,2,4,,,,,,,,,2,4,4,2,3,2,4,4,3,3,2,3,3,3,,,,,,,,,,,,3,4,3,5,3,6,4,2,3,2,5,4,3,4,3,3,3,2,4,,,,,,,3,3,4,4,3,2,1,2,3,3,1,2,4,,,,,,,,,,,,,4,2,2,4,5,3,3,3,5,3,3,4,5,4,3,3,4,4,,,,,,,,3,4,3,2,3,7,4,4,2,,,,,,,,,,,,,,,,,2,2,4,3,2,3,3,4,3,4,3,4,4,2,3,2,4,3,3,2,2,3,1,3,
6.52559,2,4,3,2,4,3,3,6,5,3,4,,,,,,,,,,,,,,,4,5,4,3,3,3,5,3,3,4,5,2,3,,,,,,,,,,,,,2,2,5,5,4,3,2,3,6,2,3,4,3,5,4,3,3,,,,,,,,,5,4,4,3,2,5,3,3,2,,,,,,,,,,,,,,,,,3,2,4,3,3,6,4,3,2,4,,,,,,,,,,,,,,,,3,5,3,6,4,6,4,3,3,5,3,4,,,,,,,,,,,,,,3,3,5,3,4,3,2,4,2,,,,,,,,,,,,,,,,,2,3,3,3,3,5,3,2,3,2,4,2,3,3,4,2,,,,,,,,,,2,5,3,3,3,2,3,2,3,4,4,2,4,3,,,,,,,,,,,,3,4,3,2,1,2,6,3,2,3,5,5,4,2,3,4,2,4,3,,,,,,,3,4,2,3,4,3,3,4,3,2,3,4,5,4,3,2,3,2,3,3,5,3,,,,2,3,2,3,3,4,3,3,4,3,4,4,4,3,,,,,,,,,,,,3,3,3,2,3,3,3,4,3,2,3,2,3,5,5,5,,,,,,,,,,3,3,6,3,4,6,4,4,1,3,4,3,2,3,2,2,4,,,,,,,,,2,4,4,2,3,2,4,4,3,3,2,3,3,3,,,,,,,,,,,,3,3,3,5,3,3,4,2,3,2,4,4,3,4,3,3,3,4,4,,,,,,,3,3,5,4,3,2,1,2,3,5,1,2,5,,,,,,,,,,,,,4,2,2,4,6,4,4,3,5,3,3,5,5,4,3,3,8,3,,,,,,,,3,4,3,2,3,6,4,4,2,,,,,,,,,,,,,,,,,2,2,4,3,2,3,3,4,3,4,3,4,4,2,3,2,6,3,3,2,2,3,1,3,
6.836332,2,4,3,2,4,3,3,6,5,3,4,,,,,,,,,,,,,,,3,5,4,3,3,3,8,3,3,4,4,2,3,,,,,,,,,,,,,2,2,5,4,2,3,2,3,7,2,3,4,3,5,4,3,3,,,,,,,,,6,4,4,3,2,4,3,3,4,,,,,,,,,,,,,,,,,3,2,4,3,3,4,4,3,2,4,,,,,,,,,,,,,,,,3,5,3,6,4,6,3,3,3,5,3,5,,,,,,,,,,,,,,5,3,5,4,4,4,2,4,2,,,,,,,,,,,,,,,,,2,3,3,3,3,5,4,3,3,2,4,2,3,3,4,2,,,,,,,,,,3,5,4,3,3,2,3,2,6,4,4,2,5,4,,,,,,,,,,,,3,4,3,2,1,2,6,2,2,3,5,6,4,2,3,4,2,3,3,,,,,,,3,4,2,3,4,3,3,4,2,2,3,4,5,4,3,2,3,2,3,3,5,3,,,,2,3,2,3,3,4,3,3,4,3,3,4,4,3,,,,,,,,,,,,3,3,3,2,3,3,3,4,3,2,3,2,3,5,4,5,,,,,,,,,,5,5,4,4,5,6,4,4,1,3,2,3,2,3,2,3,4,,,,,,,,,2,4,5,2,3,2,3,4,3,3,2,3,3,2,,,,,,,,,,,,3,2,3,4,3,2,4,2,3,2,4,4,3,4,3,3,2,4,4,,,,,,,3,3,5,4,3,2,1,2,3,3,1,4,5,,,,,,,,,,,,,4,2,2,4,5,4,4,4,5,3,3,3,5,3,3,3,6,3,,,,,,,,3,7,3,3,3,6,4,4,2,,,,,,,,,,,,,,,,,2,3,4,3,2,3,3,4,3,4,3,4,4,2,3,2,5,3,3,2,2,3,1,3,
